breadscrum,cod_item,cod_item_pai,nome
864:2581:2349,2349,2581,Contribuição de Previdência Privada - Resgate
864:2581:2364,2364,2581,Plano de Saúde
864:2620:2435,2435,2620,Rescisão Indireta
864:2581:2458:2449,2449,2458,Reajuste Salarial
864:2581:2450,2450,2581,Gorjeta
864:2581:2458:2452,2452,2458,Salário Vencido / Retido
864:2581:2458,2458,2581,Salário / Diferença Salarial
864:2581:2458:2461,2461,2458,Salário Família
864:2581:2458:2463,2463,2458,Salário Paternidade
864:2581:2458:2466,2466,2458,Salário Por Fora - Integração
864:2581:2458:2468,2468,2458,Salário Por Safra
864:2581:2477,2477,2581,Seguro de Vida
864:2620:2478,2478,2620,Seguro Desemprego
864:2620:2478:2479,2479,2478,Indenização
864:2620:2478:2480,2480,2478,Liberação das Guias
864:2581:2493,2493,2581,Tarefa 
864:2581:2506,2506,2581,Tíquete Alimentação
864:2581:2540,2540,2581,Vale Transporte
864:2620:2546,2546,2620,Verbas Rescisórias
864:7628:2557,2557,7628,Contrato de Aprendizagem
864:7628:2558,2558,7628,Cooperativa de Trabalho
864:7628:2559,2559,7628,Contrato de Estágio
864:2567,2567,864,Responsabilidade Civil do Empregador
864:2567:1855:2569,2569,1855,Acidente de Trabalho
864:2581,2581,864,"Remuneração, Verbas Indenizatórias e Benefícios"
864:2581:2583,2583,2581,Abono
864:2581:2594,2594,2581,Adicional 
864:2581:2594:2604,2604,2594,Adicional de Transferência
864:2581:2606,2606,2581,Ajuda de Custo
864:2620,2620,864,Rescisão do Contrato de Trabalho
864:2622,2622,864,Aposentadoria e Pensão
864:2622:2624,2624,2622,Complementação de Aposentadoria / Pensão
864:2620:2546:2641,2641,2546,AVISO PRÉVIO
864:2620:2656,2656,2620,Reintegração / Readmissão ou Indenização
864:2620:2656:2657,2657,2656,Anistia
864:2620:2656:2661,2661,2656,Estabilidade Acidentária
864:2662,2662,864,Férias
864:2662:2663,2663,2662,Abono Pecuniário
864:2581:2666,2666,2581,Décimo Terceiro Salário
864:2581:2458:2697,2697,2458,Salário por Equiparação / Isonomia
864:1937:2704,2704,1937,Tomador de Serviços / Terceirização
287:3369,3369,287,Crimes contra a vida
287:3369:3370,3370,3369,Homicídio Simples
287:3369:3371,3371,3369,Homicídio Privilegiado
287:3369:3372,3372,3369,Homicídio Qualificado
287:3369:3373,3373,3369,"Induzimento, Instigação ou Auxílio a Suicídio"
287:3369:3375,3375,3369,Infanticídio
287:3385,3385,287,Lesão Corporal
287:3385:3386,3386,3385,Leve
287:3385:3387,3387,3385,Seguida de Morte
287:3388,3388,287,Periclitação da Vida e da Saúde e Rixa
287:3388:3389,3389,3388,Perigo de contágio de moléstia grave
287:3388:3390,3390,3388,Perigo para a vida ou saúde de outrem
287:3388:3391,3391,3388,Abandono de incapaz
287:3388:3392,3392,3388,Omissão de socorro
287:3388:3393,3393,3388,Rixa
287:3394,3394,287,Crimes contra a Honra
287:3394:3395,3395,3394,Calúnia
287:3394:3396,3396,3394,Difamação
287:3394:3397,3397,3394,Injúria
287:3400,3400,287,Crimes contra a liberdade pessoal
287:3400:3401,3401,3400,Constrangimento ilegal 
287:3400:3402,3402,3400,Ameaça 
287:3400:3403,3403,3400,Seqüestro e cárcere privado 
287:3400:3404,3404,3400,Redução a condição análoga à de escravo 
287:3405,3405,287,Crimes contra a inviolabilidade de domicílio
287:3405:3406,3406,3405,Violação de domicílio 
287:3407,3407,287,Crimes contra a inviolabilidade de correspondência
287:3407:3408,3408,3407,Violação de correspondência 
287:3407:3409,3409,3407,Sonegação ou destruição de correspondência 
287:3407:3410,3410,3407,"Violação de comunicação telegráfica, radioelétrica ou telefônica "
287:3407:3411,3411,3407,Violação de Correspondência comercial 
287:3412,3412,287,Crimes contra a inviolabilidade de segredo
287:3412:3413,3413,3412,Divulgação de segredo 
287:3412:3414,3414,3412,Violação do segredo profissional 
287:3415,3415,287,Crimes contra o Patrimônio
287:3415:3416,3416,3415,Furto 
287:3415:3417,3417,3415,Furto Qualificado 
287:3415:3418,3418,3415,Furto de coisa comum 
287:3415:3419,3419,3415,Roubo 
287:3415:3420,3420,3415,Extorsão 
287:3415:3421,3421,3415,Extorsão mediante seqüestro 
287:3415:3422,3422,3415,Extorsão indireta
287:3415:3423,3423,3415,Alteração de limites 
287:3415:3424,3424,3415,Usurpação de águas 
287:3415:3425,3425,3415,Esbulho possessório
287:3415:3426,3426,3415,Dano
287:3415:3427,3427,3415,Introdução ou abandono de animais em propriedade alheia
287:3415:3428,3428,3415,"Dano em coisa de valor artístico, arqueológico ou histórico"
287:3415:3429,3429,3415,Alteração de local especialmente protegido
287:3415:3430,3430,3415,Apropriação indébita Previdenciária 
287:3415:3431,3431,3415,Estelionato
287:3415:3432,3432,3415,Estelionato Majorado 
287:3415:3433,3433,3415,Outras fraudes
287:3415:3434,3434,3415,Fraude à execução 
287:3415:3435,3435,3415,Receptação
287:3415:3436,3436,3415,Apropriação indébita
287:3415:3437,3437,3415,"Apropriação de Coisa Havida por Erro, Caso Fortuito ou Força da Natureza"
287:3603:3438,3438,3603,Crimes contra a Propriedade Industrial
287:3442,3442,287,Crimes contra a Propriedade Intelectual
287:3442:3443,3443,3442,Violação de direito autoral
287:3445,3445,287,Crimes contra a Organização do Trabalho
287:3445:3446,3446,3445,Atentado contra a liberdade de trabalho
287:3445:3447,3447,3445,Atentado contra a liberdade de contrato de trabalho e boicotagem violenta
287:3445:3448,3448,3445,Atentado contra a liberdade de associação
287:3445:3449,3449,3445,"Paralisação de trabalho, seguida de violência ou perturbação da ordem"
287:3445:3450,3450,3445,Paralisação de trabalho de interesse coletivo
287:3445:3451,3451,3445,"Invasão de estabelecimento industrial, comercial ou agrícola. Sabotagem"
287:3445:3452,3452,3445,Frustração de direitos assegurados por lei trabalhista
287:3445:3453,3453,3445,Exercício de atividade com infração de decisão administrativa 
287:3445:3454,3454,3445,Aliciamento para fins de emigração
287:3445:3455,3455,3445,Aliciamento de trabalhadores de um local para outro do território nacional
287:3445:3456,3456,3445,Frustração de lei sobre a nacionalização do trabalho 
287:3457,3457,287,Crimes contra o sentimento religioso e contra o respeito aos mortos
287:3457:3458,3458,3457,Destruição / Subração / Ocultação de Cadáver
287:3457:3459,3459,3457,Impedimento ou Perturbação de Cerimônia Funerária
287:3457:3460,3460,3457,Vilipêndio a Cadáver
287:3457:3461,3461,3457,Violação a Sepultura 
287:3457:3462,3462,3457,Ultraje / Impedimento ou Perturbação de Culto Religioso
287:3463,3463,287,Crimes contra a Dignidade Sexual
287:3463:3465,3465,3463,Estupro 
287:3463:3466,3466,3463,Atentado Violento ao Pudor 
287:3463:3467,3467,3463,Atentado ao Pudor Mediante Fraude
287:3463:3468,3468,3463,Corrupção de Menores
287:3463:3469,3469,3463,Ultraje Público ao Pudor (Ato/Escrito Obsceno)
287:3463:3471,3471,3463,Mediação para Servir a Lascívia de Outrem 
287:3472,3472,287,Crimes contra a Família
287:3472:3473,3473,3472,Crimes Contra a Assistência Familiar
287:3472:3473:3474,3474,3473,Abandono Material
287:3472:3473:3475,3475,3473,Abandono Intelectual
287:3472:3473:3476,3476,3473,Entrega de Filho Menor a Pessoa Inidônea
287:3472:3477,3477,3472,Crimes contra o Casamento
287:3472:3477:3479,3479,3477,Bigamia
287:3472:3477:3480,3480,3477,Conhecimento Prévio de Impedimento 
287:3472:3477:3481,3481,3477,Induzimento a erro essencial e ocultação de impedimento
287:3472:3477:3482,3482,3477,Simulação de Casamento
287:3472:3477:3483,3483,3477,Simulação de Autoridade para Celebração de Casamento
287:3472:3484,3484,3472,Crimes Contra o Estado de Filiação
287:3472:3484:3485,3485,3484,Parto Suposto 
287:3472:3484:3486,3486,3484,Registro de Nascimento Inexistente
287:3472:3484:3487,3487,3484,Sonegação do Estado de Filiação
287:3472:3488,3488,3472,Crime contra o Pátrio-Poder e Tutela
287:3472:3488:3489,3489,3488,"Induzimento a Fuga, Entrega Arbitrária ou Sonegação de Incapazes"
287:3472:3488:3490,3490,3488,Subtração de Incapazes 
287:3491,3491,287,Crimes contra a Incolumidade Pública
287:3491:3492,3492,3491,Incêndio
287:3491:3493,3493,3491,Explosão 
287:3491:3494,3494,3491,Uso de gás tóxico ou asfixiante 
287:3491:3495,3495,3491,Inundação / Perigo de Inundação
287:3491:3496,3496,3491,Desabamento ou desmoronamento
287:3491:3497,3497,3491,"Subtração, ocultação ou inutilização de material de salvamento"
287:3491:3498,3498,3491,Difusão de doença ou praga
287:3491:3500,3500,3491,Desastre ferroviário / Perigo de Desastre Ferroviário
287:3491:3501,3501,3491,Atentado contra a segurança de transporte público
287:3491:3502,3502,3491,Arremesso de projétil
287:3491:3503,3503,3491,Atentado contra a segurança de serviços de utilidade pública 
287:3491:3504,3504,3491,Interrupção /perturbação de serviços telegráficos/telefônicos
287:3491:3505,3505,3491,Epidemia 
287:3491:3506,3506,3491,Emprego de Processo Proibido/Substância não permitida
287:3491:3507,3507,3491,Invólucro ou recipiente com falsa indicação 
287:3491:3508,3508,3491,Falsificação / Corrupção / Adulteração / Alteração de produto destinado a fins terapêuticos ou medicinais
287:3491:3509,3509,3491,"Exercício Ilegal da Medicina, Arte Dentária ou Farmacêutica"
287:3491:3510,3510,3491,Charlatanismo 
287:3491:3511,3511,3491,Corrupção ou Poluição de Água Potável
287:3491:3512,3512,3491,Curandeirismo 
287:3491:3513,3513,3491,Envenenamento de Água Potável / Substância Alimentícia ou Medicinal
287:3491:3514,3514,3491,Falsificação / Corrupção / Adulteração / Alteração de Substância ou Produtos Alimentícios
287:3491:3515,3515,3491,Infração de Medida Sanitária Preventiva
287:3491:3516,3516,3491,Omissão de Notificação de Doença
287:3491:3517,3517,3491,Outras Substâncias Nocivas a Saúde Pública 
287:3491:3519,3519,3491,Substância Destinada à Falsificação
287:3520,3520,287,Crimes contra a Paz Pública
287:3520:3521,3521,3520,Quadrilha ou Bando
287:3523,3523,287,Crimes contra a Fé Pública
287:3523:3524,3524,3523,Moeda Falsa / Assimilados
287:3523:3527,3527,3523,Petrechos para falsificação de moeda 
287:3523:3528,3528,3523,Emissão de título ao portador sem permissão legal 
287:3523:3529,3529,3523,Falsificação de papéis públicos 
287:3523:3530,3530,3523,Falsificação do selo ou sinal público 
287:3523:3531,3531,3523,Falsificação de documento público
287:3523:3532,3532,3523,Falsificação de documento particular 
287:3523:3533,3533,3523,Falsidade ideológica 
287:3523:3534,3534,3523,Falso reconhecimento de firma ou letra
287:3523:3535,3535,3523,Certidão ou atestado ideologicamente falso 
287:3523:3536,3536,3523,Falsidade material de atestado ou certidão 
287:3523:3537,3537,3523,Falsidade de atestado médico 
287:3523:3538,3538,3523,Reprodução ou adulteração de selo ou peça filatélica 
287:3523:3539,3539,3523,Uso de documento falso 
287:3523:3540,3540,3523,Supressão de documento 
287:3523:3541,3541,3523,"Falsificação do sinal empregado no contraste de metal precioso ou na fiscalização alfandegária, ou para outros fins "
287:3523:3542,3542,3523,Falsa identidade 
287:3523:3543,3543,3523,Fraude de lei sobre estrangeiros
287:3523:3545,3545,3523,Petrechos de Falsificação de Papéis Públicos
287:3523:3546,3546,3523,Adulteração de Sinal Identificador de Veículo Automotor
287:3547,3547,287,Crimes Praticados por Funcionários Públicos Contra a Administração em Geral
287:3547:3548,3548,3547,Peculato
287:3547:3550,3550,3547,Peculato mediante erro de outrem
287:3547:3551,3551,3547,"Extravio, sonegação ou inutilização de livro ou documento "
287:3547:3552,3552,3547,Emprego irregular de verbas ou rendas públicas 
287:3547:3553,3553,3547,Concussão 
287:3547:3554,3554,3547,Excesso de exação 
287:3547:3555,3555,3547,Corrupção passiva 
287:3547:3556,3556,3547,Facilitação de contrabando ou descaminho 
287:3547:3557,3557,3547,Prevaricação
287:3547:3558,3558,3547,Condescendência criminosa
287:3547:3559,3559,3547,Advocacia administrativa 
287:3547:3560,3560,3547,Violência arbitrária 
287:3547:3561,3561,3547,Abandono de função 
287:3547:3562,3562,3547,Exercício funcional ilegalmente antecipado ou prolongado 
287:3547:3563,3563,3547,Violação do sigilo funcional 
287:3547:3564,3564,3547,Violação do sigilo de proposta de concorrência 
287:5872:3565,3565,5872,Usurpação de função pública 
287:5872:3566,3566,5872,Resistência 
287:5872:3567,3567,5872,Tráfico de influência 
287:5872:3568,3568,5872,Corrupção ativa 
287:5872:3569,3569,5872,"Impedimento, perturbação ou fraude de concorrência"
287:5872:3570,3570,5872,Inutilização de edital ou de sinal 
287:5872:3571,3571,5872,Subtração ou inutilização de livro ou documento 
287:5872:3572,3572,5872,Desobediência 
287:5872:3573,3573,5872,Desacato 
287:5872:3574,3574,5872,Contrabando ou descaminho 
287:5874:3575,3575,5874,Reingresso de estrangeiro expulso 
287:5874:3576,3576,5874,Denunciação caluniosa 
287:5874:3577,3577,5874,Comunicação falsa de crime ou de contravenção 
287:5874:3578,3578,5874,Auto-acusação falsa
287:5874:3579,3579,5874,Falso testemunho ou falsa perícia 
287:5874:3580,3580,5874,Coação no curso do processo 
287:5874:3581,3581,5874,Exercício arbitrário das próprias razões 
287:5874:3582,3582,5874,Fraude processual
287:5874:3583,3583,5874,Favorecimento pessoal 
287:5874:3584,3584,5874,Favorecimento real 
287:5874:3585,3585,5874,Exercício arbitrário ou abuso de poder 
287:5874:3586,3586,5874,Fuga de pessoa presa ou submetida a medida de segurança 
287:5874:3587,3587,5874,Evasão mediante violência contra a pessoa 
287:5874:3588,3588,5874,Arrebatamento de preso 
287:5874:3589,3589,5874,Motim de presos 
287:5874:3590,3590,5874,Patrocínio infiel 
287:5874:3591,3591,5874,Patrocínio simultâneo ou tergiversação 
287:5874:3592,3592,5874,Sonegação de papel ou objeto de valor probatório 
287:5874:3593,3593,5874,Exploração de prestígio 
287:5874:3594,3594,5874,Violência ou fraude em arrematação judicial
287:5874:3595,3595,5874,Desobediência a decisão judicial sobre perda ou suspensão de direitos 
287:3547:3596,3596,3547,Inserção de dados falsos em sistema de informações 
287:3547:3597,3597,3547,Modificação ou alteração não autorizada de sistema de informações 
287:5872:3598,3598,5872,Sonegação de contribuição previdenciária 
287:3603,3603,287,Crimes Previstos na Legislação Extravagante
287:3603:3604,3604,3603,Crimes de Responsabilidade
287:3603:3605,3605,3603,Crimes contra a Economia Popular
287:3603:3606,3606,3603,Crimes de Abuso de Autoridade
287:3603:3607,3607,3603,Crimes de Tráfico Ilícito e Uso Indevido de Drogas
287:3603:3607:3608,3608,3607,Tráfico de Drogas e Condutas Afins
287:3603:3609,3609,3603,Responsabilidade Criminal por Danos Nucleares
287:3603:3610,3610,3603,Crimes contra o Serviço Postal e o Serviço de Telegrama
287:3603:3611,3611,3603,"Crimes contra a Segurança Nacional, a Ordem Política e Social"
287:3603:3612,3612,3603,Crimes contra o Sistema Financeiro Nacional
287:3603:3613,3613,3603,Crimes Resultante de Preconceito de Raça ou de Cor
287:3603:3614,3614,3603,Crimes contra a Ordem Tributária
287:3603:3615,3615,3603,Crimes contra a Ordem Econômica
287:3603:3616,3616,3603,Crimes contra as Relações de Consumo
287:3603:3617,3617,3603,Representação caluniosa
287:3603:3618,3618,3603,Crimes contra o Meio Ambiente e o Patrimônio Genético
287:3603:3618:3619,3619,3618,Crimes contra a Fauna
287:3603:3618:3620,3620,3618,Crimes contra a Flora
287:3603:3618:3621,3621,3618,Da Poluição
287:3603:3618:3622,3622,3618,Agrotóxicos 
287:3603:3618:3623,3623,3618,Atividades Nucleares 
287:3603:3618:3624,3624,3618,Caça 
287:3603:3618:3626,3626,3618,Liberação ou Descarte de OGM (Organismo Geneticamente Modificado)
287:3603:3618:3627,3627,3618,Pesca 
287:3603:3628,3628,3603,"Crimes de &quot;Lavagem&quot; ou Ocultação de Bens, Direitos ou Valores"
287:3603:3629,3629,3603,Crimes contra as Telecomunicações
287:3603:3630,3630,3603,Crimes Previstos na Lei de Estrangeiros
287:3603:3631,3631,3603,Crimes de Tortura
287:3603:3632,3632,3603,Crimes de Trânsito
287:3603:3633,3633,3603,Crimes do Sistema Nacional de Armas
287:3603:3634,3634,3603,Crimes de Imprensa
287:3603:3637,3637,3603,Crimes Previstos no Estatuto da criança e do adolescente
287:3603:3638,3638,3603,Crimes contra o mercado de capitais
287:3603:3640,3640,3603,Crimes de genocídio
287:3603:3641,3641,3603,Sigilo Telefônico
287:3603:3642,3642,3603,Crimes da Lei de licitações
287:3603:3643,3643,3603,Crimes da Lei de remoção de órgãos e tecidos
287:3603:3647,3647,3603,Crimes praticados contra os índios e a cultura indígena
287:3603:3650,3650,3603,"Recusa, retardamento ou omissão de dados técnicos indispensáveis à propositura de Ação Civil Pública"
287:3603:3651,3651,3603,Crimes Agrários
287:3603:3653,3653,3603,Crimes relacionados à Comissão Parlamentar de Inquérito
287:3603:3654,3654,3603,Crimes Eleitorais
287:3603:3655,3655,3603,Crime de Quebra de Sigilo Financeiro
287:3603:3656,3656,3603,Crimes do Código Brasileiro de Telecomunicações
287:3603:3659,3659,3603,Crimes Previstos no Estatuto do Idoso
287:3603:3660,3660,3603,Parcelamento do solo urbano
287:3603:3661,3661,3603,Crimes Falimentares
287:3603:3664,3664,3603,Crimes Militares
287:3692,3692,287,Contravenções Penais
1209:4263,4263,1209,Ação Penal
1209:4263:4264,4264,4263,Nulidade
1209:4263:4271,4271,4263,Suspensão
1209:4263:4272,4272,4263,Trancamento
1209:4291,4291,1209,Jurisdição e Competência
1209:4305,4305,1209,Recurso
1209:4310,4310,1209,Fiança
1209:4355,4355,1209,Prisão Preventiva
1209:4368,4368,1209,Denúncia/Queixa
1209:4368:4370,4370,4368,Recebimento
1209:4368:4371,4371,4368,Rejeição
864:1695:4435,4435,1695,Aplicabilidade
864:2135:4437,4437,2135,Revisão
864:1695:4438,4438,1695,Anulação
864:2581:4442,4442,2581,Restituição / Indenização de Despesa
864:1697:4452,4452,1697,Representação Sindical
899:10432:10448:4654,4654,10448,Propriedade Intelectual / Industrial
899:10432:10448:4654:4656,4656,4654,Direito Autoral
899:10432:10448:4654:4660,4660,4654,Patente
899:10432:10448:4654:4670,4670,4654,Desenho Industrial
899:10432:10448:4654:4680,4680,4654,Marca
899:7947:4701,4701,7947,Ato / Negócio Jurídico
899:7947:4701:4703,4703,4701,"Defeito, nulidade ou anulação"
899:7947:4701:4706,4706,4701,Evicção ou Vicio Redibitório
899:7681:7688:4718,4718,7688,Cessão de Crédito
899:7681:9580:4728,4728,9580,Câmbio
899:7681:9580:4794,4794,9580,Parceria Agrícola e/ou pecuária
899:7681:9580:4805,4805,9580,Previdência privada
899:7681:9580:4813,4813,9580,Representação comercial
1156:7771:4862:4829,4829,4862,Atraso de vôo
1156:7771:4862:4830,4830,4862,Cancelamento de vôo
1156:7771:4862:4831,4831,4862,Overbooking
1156:7771:4862:4832,4832,4862,Extravio de bagagem
899:7681:9580:4839,4839,9580,Sistema Financeiro da Habitação
899:7681:9580:4839:4840,4840,4839,Equivalência salarial
899:7681:9580:4839:4841,4841,4839,Quitação
899:7681:9580:4839:4842,4842,4839,Reajuste de Prestações
899:7681:9580:4839:4843,4843,4839,Transferência de Financiamento (contrato de gaveta)
899:7681:9580:4839:4846,4846,4839,Sustação/Alteração de Leilão
899:7681:9580:4839:4847,4847,4839,Seguro
899:7681:9580:4839:4854,4854,4839,Revisão do Saldo Devedor
1156:7771:4862,4862,7771,Transporte Aéreo
899:9981:4897,4897,9981,Associação
899:9981:4897:4899,4899,4897,Assembléia
899:9981:4897:4902,4902,4897,Eleição
899:9981:4897:4904,4904,4897,Extinção
899:9981:4905,4905,9981,Fundação de Direito Privado
899:9981:4905:4907,4907,4905,Assembléia
899:9981:4905:4909,4909,4905,Eleição
899:9981:4905:4910,4910,4905,Extinção
899:9616:5724:4933,4933,5724,Apuração de haveres
899:9616:5724:4934,4934,5724,Constituição
899:9616:5724:4935,4935,5724,Dissolução
899:9616:5724:4939,4939,5724,Desconsideração da Personalidade Jurídica
899:9616:5724:4940,4940,5724,Ingresso e Exclusão dos Sócios na Sociedade
899:9616:5724:4942,4942,5724,Responsabilidade dos sócios e administradores
899:9616:5724:4943,4943,5724,Transferência de cotas
899:7681:4949,4949,7681,Títulos de Crédito
899:7681:4949:4951,4951,4949,Anulação
899:7681:4949:4957,4957,4949,Requisitos
899:7681:7717:4960,4960,7717,Cédula de Crédito Bancário
899:7681:7717:4961,4961,7717,Cédula de Crédito à Exportação
899:7681:7717:4962,4962,7717,Cédula de Crédito Comercial
899:7681:7717:4963,4963,7717,Cédula de Crédito Industrial
899:7681:7717:4964,4964,7717,Cédula de Crédito Rural
899:7681:7717:4968,4968,7717,Cédula de Produto Rural
899:7681:7717:4969,4969,7717,Cédula Hipotecária
899:7681:7717:4970,4970,7717,Cheque
899:7681:7717:4971,4971,7717,Debêntures
899:7681:7717:4972,4972,7717,Duplicata
899:7681:7717:4973,4973,7717,Letra de Câmbio
899:7681:7717:4974,4974,7717,Nota de Crédito Comercial
899:7681:7717:4975,4975,7717,Nota de Crédito Industrial
899:7681:7717:4976,4976,7717,Nota de Crédito Rural
899:7681:7717:4980,4980,7717,Nota Promissória
899:7681:7717:4981,4981,7717,Warrant
899:9616:4993,4993,9616,Recuperação judicial e Falência
899:9616:4993:4994,4994,4993,Recuperação extrajudicial
899:9616:4993:4998,4998,4993,Autofalência
899:9616:4993:5000,5000,4993,Concurso de Credores
899:9616:4993:5001,5001,4993,Liquidação
899:9616:4993:5003,5003,4993,Revogação de atos praticados em prejuízo de credores e da massa
899:9616:5009,5009,9616,Mercado de Capitais
899:9616:5009:5010,5010,5009,Bolsa de Valores
1146:7783:5193,5193,7783,Engajamento e Profissionais Marítimos
1146:7783:5194,5194,7783,Seguros Marítimos
1146:7783:5196,5196,7783,Aluguel de Embarcações (Fretamento E Carta Partida)
864:2581:2458:5269,5269,2458,Mínimo
864:7644:5276,5276,7644,Advogados
864:7644:5277,5277,7644,Aeronautas
864:7644:5278,5278,7644,Artistas
864:7644:5279,5279,7644,Atleta Profissional
864:7644:5280,5280,7644,Bancários
864:7644:5281,5281,7644,Cabineiros de Elevador
864:7644:5282,5282,7644,Doméstico
864:7644:5284,5284,7644,"Engenheiro, Arquiteto e Engenheiro Agrônomo"
864:7644:5286,5286,7644,Jornalistas
864:7644:5287,5287,7644,Marítimos
864:7644:5288,5288,7644,Digitadores / Mecanógrafos / Datilógrafos
864:7644:5289,5289,7644,Médicos
864:7644:5290,5290,7644,Mineiros de Subsolos
864:7644:5291,5291,7644,Músicos Profissionais
864:7644:5292,5292,7644,Operadores de Carga e Descarga (Estiva e Capatazia)
864:7644:5293,5293,7644,Operadores Cinematográficos
864:7644:5294,5294,7644,Professores
864:7644:5295,5295,7644,Químicos
864:7644:5296,5296,7644,Radialistas
864:7644:5297,5297,7644,Serviços de Telefonia ou Telegrafia
864:7644:5299,5299,7644,Trabalhadores em Petróleo
864:7644:5301,5301,7644,Vigia e Vigilantes
864:1937:5356,5356,1937,Grupo Econômico
287:5555,5555,287,Crime Tentado
287:3385:5556,5556,3385,Grave
287:3385:5557,5557,3385,Gravíssima
287:3385:5558,5558,3385,Privilegiada
287:3385:5560,5560,3385,Decorrente de Violência Doméstica
287:3415:5564,5564,3415,Furto Privilegiado
287:3415:5565,5565,3415,Furto de Veículo Automotor a ser Transportado para outro Estado ou Exterior
287:3415:5566,5566,3415,Roubo Majorado
287:3415:5567,5567,3415,Latrocínio
287:3415:5568,5568,3415,Extorsão mediante Seqüestro Seguida de Morte
287:3415:5569,5569,3415,Extorsão mediante Sequestro Seguida de Lesão Corporal Grave
287:3415:5570,5570,3415,Supressão ou Alteração de Marca em Animais
287:3415:5571,5571,3415,Dano Qualificado
287:3415:5572,5572,3415,Apropriação de Tesouro
287:3415:5573,5573,3415,Apropriação de Coisa Achada
1146:7784:5575,5575,7784,Abandono
1146:7784:5577,5577,7784,Acidentes da Navegação
1146:5585,5585,1146,Registro / Cadastro do Armador
1146:7784:5589,5589,7784,Arresto de Embarcação
1146:7784:5591,5591,7784,Assistência / Salvamento
1146:7784:5592,5592,7784,Avaria
1146:5595,5595,1146,Responsabilidade do Comandante ou Capitão
1146:5603,5603,1146,Inscrição / Registro da Embarcação
1146:7783:5609,5609,7783,Hipoteca Marítima
1146:7783:5612,5612,7783,Créditos / Privilégios Marítimos
1146:5621,5621,1146,Serviços Auxiliares da Navegação
1146:5621:5622,5622,5621,Agenciamento
1146:5621:5623,5623,5621,Corretagem de Embarcação
1146:5621:5624,5624,5621,Praticagem
899:5626,5626,899,Família
899:7947:5632,5632,7947,Prescrição e Decadência
899:7681:9580:5680,5680,9580,Edição
899:9616:5724,5724,9616,Sociedade 
899:5754,5754,899,Pessoas naturais
899:5626:5779,5779,5626,Alimentos
899:5626:5779:5787,5787,5779,Exoneração
899:5626:5779:5788,5788,5779,Revisão
899:5626:10577:5801,5801,10577,Busca e Apreensão de Menores
899:5626:10577:5802,5802,10577,Guarda
899:5626:10577:5804,5804,10577,Investigação de Paternidade
899:5626:10577:5805,5805,10577,Regulamentação de Visitas
899:5626:5808,5808,5626,Casamento
899:5626:5808:5813,5813,5808,Nulidade / Anulação
899:7673:5825,5825,7673,Nulidade e Anulação de Testamento
899:7673:5829,5829,7673,Nulidade e Anulação de Partilha e Adjudicação de Herança
