EVENT_LOG,DISCOVERY_ALG,FITNESS_ALIGNMENT,FITNESS_50_FREQ,FITNESS_50_RAND,FITNESS_25_FREQ,FITNESS_25_RAND,PRECISION_ALIGNMENT,PRECISION_50_FREQ,PRECISION_50_RAND,PRECISION_25_FREQ,PRECISION_25_RAND
PRIMEIRA_VARA_CRIMINAL_-_COMARCA_DE_VARZEA_GRANDE_-_SDCR_-_TJMT,IMf,0.5251,0.512618829363115,0.510070745461479,0.508687780701962,0.503573382197738,0.7168,0.342391304347826,0.505555555555556,0.353448275862069,0.266666666666667
edited_hh104_labour,IMf,0.4603,0.447198253996076,0.466832314614406,0.45176447693815,0.456897807713627,0.3136,0.172211350293542,0.276199804113614,0.170542635658915,0.260765550239234
4a_VARA_DE_SUCESSOES_E_REGISTROS_PUBLICOS_DA_CAPITAL_-_TJPE,IMf,0.8834,0.857744190716594,0.876668509719519,0.855364917742627,0.911720613170277,0.2203,0.212765957446808,0.218475073313783,0.285714285714286,0.193364928909953
BPI_Challenge_2020_PermitLog,IMf,-1,-1,-1,0.937139137355246,-1,-1,0.155887649572866,-1,0.15452615542792,-1
BPI_Challenge_2020_DomesticDeclarations,IMf,935,0.938402298819871,0.947574192953859,0.940323166084542,0.935612849175466,0.6512,0.632922385759622,0.553903163439715,0.596984091477295,0.42996362743443
DocumentProcessingENG,IMf,0.8455,0.99994800124797,0.466641334346626,0.99994800124797,0.466641334346626,0.5438,0.533333333333333,0.5,0.533333333333333,0.533333333333333
BPI_Challenge_2014_Inspection,IMf,-1,0.792576626594664,0.848150326516594,0.764825859205019,0.842676442220522,671,0.670841587321874,0.684925719918327,0.651687070767393,0.647353760445682
VARA_DE_SUCESSOES_DE_CAMPINA_GRANDE_-_TJPB,IMf,909,0.90800386798826,0.920897381276074,0.916191936287154,0.90756063242968,0.1764,0.136690647482014,0.167352537722908,0.136363636363636,0.116642958748222
BPI_Challenge_2014_Geo parcel document,IMf,-1,0.939132106511995,0.942567495825092,0.945534100200274,0.928734206629458,0.3713,0.33169809779914,0.334761367497143,0.314298058559082,0.364613958416104
SETIMA_VARA_CIVEL_-_COMARCA_DA_CAPITAL_-_SDCR_-_TJMT,IMf,0.7852,0.797967281906475,0.810980175370839,0.777706006318747,0.802779923660079,0.4068,0.326335174953959,0.375380865326021,0.281296023564065,0.302248677248677
ElectronicInvoicingENG,IMf,0.9328,0.946666857401705,0.980212968640216,0.99994800124797,0.930984186534072,0.5691,0.540072498461118,0.571428571428571,0.533333333333333,0.5
activitylog_uci_detailed_labour,IMf,0.7842,0.75988615594172,0.775506766957282,0.746079864123276,0.759379463943834,0.3347,0.25354609929078,0.308252427184466,0.210526315789474,0.22875816993464
3a_VARA_DE_FEITOS_TRIBUTARIOS_DO_ESTADO_-_TJMG,IMf,-1,-1,-1,0.800357633289659,-1,0.1697,0,0.15884476534296,0,0.18348623853211
2A._VARA_DE_EXECUTIVO_FISCAL_JOAO_PESSOA_-_TJPB,IMf,0.9597,0.948102332046877,0.960611790842714,0.932769247070469,0.965399143494198,0.1414,0.117734063008431,0.119891906142895,0.153526970954357,0.113591442855482
Sepsis Cases - Event Log,IMf,0.7929,0.789320917276295,0.807261550946482,0.785475821335755,0.799568321361658,0.6937,0.602162162162162,0.688344172086043,0.587977034785545,0.635490753911807
BPI_Challenge_2014_Entitlement application,IMf,0.9918,0.992321033895949,0.979864551334576,0.994969534113728,0.987804539353981,0.3273,0.316210124442056,0.300790894881179,0.259821195857425,0.253880096009818
COLOMBO_-_VARA_DA_FAZENDA_PUBLICA_-_TJPR,IMf,0.5886,0.590344063510157,0.589197253397186,0.597751152532383,0.588679007623973,0.4487,0.400620242458416,0.442846872753415,0.311397557666214,0.355524079320113
5a_VARA_CIVEL_-_TJMT,IMf,0.6088,0.390530290133271,0.468486835767217,0.420262828667172,0.348722526511792,0.1946,0,0.16,0,0.184834123222749
Road_Traffic_Fine_Management_Process,IMf,0.7893,0.833183670065934,0.854373450266333,0.832948594967896,0.990302464182852,0.7347,0.667240142695084,0.577312337431678,0.500882123679011,0.565282665191006
4a_VARA_CIVEL_-_TJGO,IMf,0.7447,0.701184039928063,0.740281812860652,0.709678572075507,0.691751158044767,0.7556,0.758989310009718,0.750231267345051,0.757882882882883,0.787519747235387
edited_hh110_weekends,IMf,0.9188,0.907049147541592,0.900938772639662,0.893767083022733,0.999827944212749,0.1508,0.133333333333333,0.133333333333333,0.133333333333333,0.142538975501114
1a_VARA_DE_FEITOS_TRIBUTARIOS_DO_ESTADO_-_TJMG,IMf,0.9369,0.944188300013682,0.940609254884082,0.967084776757051,0.946027286118737,0.1315,0,0.134281200631911,0,0.121451104100946
8_a_VARA_CIVEL_DE_ARACAJU_-_TJSE,IMf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QUARTA_VARA_CRIMINAL_-_COMARCA_DE_VARZEA_GRANDE_-_SDCR_-_TJMT,IMf,0.7536,0.757248782966877,0.757248271329012,0.758188207467447,0.736453940060129,0.5623,0,0.427966101694915,0,0.401515151515152
edited_hh104_weekends,IMf,675,0.640162559929453,0.685389791854165,0.677169554375563,0.681051432502389,0.2199,0.181818181818182,0.201251303441084,0.181818181818182,0.185393258426966
BPI_Challenge_2020_PrepaidTravelCost,IMf,0.8486,0.865940371875674,0.895045537486706,0.873739756917478,0.908026607651737,0.4029,0.377830622061287,0.406704617330803,0.360516776652105,0.34319205092377
1a_VARA_CRIMINAL_DA_CAPITAL_-_TJAM,IMf,0.7214,0.757391021714706,0.761078280660863,0.729640718562874,0.787525553311312,0.4786,0.359233097880928,0.368259803921569,0.280448717948718,0.359499431171786
3a_VARA_DE_FAMILIA_E_REGISTRO_CIVIL_DA_COMARCA_DE_OLINDA_-_TJPE,IMf,0.6655,0.662780828757812,0.658103016188738,0.659311079981297,0.670223716822561,0.3027,0.173800259403372,0.244176706827309,0.161180476730988,0.236907730673317
VARA_DE_SUCESSOES_E_REGISTROS_PUBLICOS_DA_COMARCA_DE_JABOATAO_DOS_GUARARAPES_-_TJPE,IMf,0.6065,0.590318455528689,0.620064220368805,0.562528811770663,0.643615773932327,0.4592,0,0.456521739130435,0,0.358974358974359
Production_Data,IMf,627,0.578699010575433,0.589602228258116,0.551881393022321,0.606388945761839,0.3595,0.178714629396265,0.294331325877067,0.165745856353591,0.247863247863248
BPI_Challenge_2013_open_problems,IMf,0.9783,0.979825447478576,0.968739606072076,0.984846752860702,0.977154091756307,0.9502,0.963071200850159,0.877098321342925,0.973325429756965,0.941242305540011
Hospital Billing - Event Log,IMf,821,0.876548020274159,0.870373811902308,0.877862972507253,0.992520357641788,0.7475,0.665081397802921,0.712098642833499,0.61572715585052,0.653134380024505
Receipt phase of an environmental permit application process (_WABO_) CoSeLoG project,IMf,869,0.889155249575111,0.795877268232937,0.895080628482134,0.865019499972018,0.3763,0.242195599585301,0.358358917108568,0.241002830570158,0.291838417147568
BPI_Challenge_2014_Department control parcels,IMf,0.7241,0.762669052949212,0.746499895413088,0.760231064017507,0.689375665497501,0.9914,0.995180857398035,0.992706610694144,0.995956821909448,0.993845232550403
VARA_DA_FAZENDA_PUBLICA_DA_COMARCA_DE_PAULISTA_-_TJPE,IMf,0.8075,0.795494907350797,0.815440841491527,0.771510111660511,0.778602377576413,0.3709,0.302113551595524,0.342351302963994,0.285,0.302388707926167
edited_hh102_labour,IMd,0.9951,0.996487085127326,0.99300987563971,0.999894075015629,0.992541977570786,0.0718,0.06829035339064,0.068315343626179,0.065300285986654,0.065224111282844
BPI_Challenge_2014_Reference alignment,IMd,0.8596,0.879612371691887,0.999934535295116,0.878204738062985,0.999928232730411,0.8302,0.827081534592139,0.758141722697214,0.82047524541083,0.70377584144883
BPI_Challenge_2020_InternationalDeclarations,IMd,0.5924,0.60285515380505,0.619728931008034,0.601821436121279,0.604506309179544,0.1711,0.164486735907197,0.164976787793555,0.154249424813282,0.156953975008993
edited_hh110_labour,IMd,0.9981,0.998278936398357,0.998189480006645,0.996407143146714,0.999794769828258,0.0763,0.073363808674323,0.074532682462198,0.07175014068655,0.07082096933729
VITORIA_-_5a_VARA_CIVEL_-_TJES,IMd,0.9965,0.995872512487428,0.99575867584372,0.99733751738229,0.994794983568021,0.0426,0.040416264630045,0.039517150592385,0.038638749043816,0.039575895011097
4_a_VARA_CIVEL_DE_ARACAJU_-_TJSE,IMd,0.9368,0.952284409151177,0.944241934548429,0.965009551074778,0.939560457070165,0.0415,0.033309318749932,0.037255214137876,0.028553537399452,0.033084708203278
BPI_Challenge_2014_Control summary,IMd,0.8963,0.905206318710717,0.892282424706838,0.90416841930824,0.999396015223546,0.8442,0.729220356741502,0.864460648956913,0.745433679526527,0.462161536681324
activitylog_uci_detailed_weekends,IMd,1,0.999723733496042,0.999702504958251,0.999722732313958,0.999683625053448,0.0792,0.076521204671174,0.076132930513595,0.074257425742574,0.07356608478803
BPI_Challenge_2012,IMd,0.7215,0.781320860957528,0.836769535147906,0.746858368854355,0.867022286364162,0.2995,0.336194336273809,0.308937660773904,0.334119483979451,0.263040712468193
JUIZO_DA_1a_ESCRIVANIA_CRIMINAL_DE_ARAPOEMA_-_TJTO,IMd,0.6931,0.677698515107533,0.726561160730923,0.676831642513787,0.695657014148684,0.0735,0,0.064334085778781,0,0.042105263157895
3a_VARA_DE_EXECUCOES_FISCAIS_DA_COMARCA_DE_FORTALEZA_-_TJCE,IMd,0.4088,0.42742668721587,0.534672138817962,0.379932322436392,0.544358274955974,164,0,0.153508771929825,0,0.176991150442478
BPI Challenge 2017,IMd,-1,-1,-1,0.858653224087206,0.859840307628225,0.0998,0.095357623397268,0.098847186008933,0.095417439856015,0.096065937655581
BPI_Challenge_2013_incidents,IMd,1,0.999742973047424,0.999783565826388,0.999725335076228,0.999727956728477,0.6257,0.644941097067125,0.600520191000221,0.623784105831428,0.532087884806356
PRIMEIRA_VARA_CRIMINAL_-_COMARCA_DE_VARZEA_GRANDE_-_SDCR_-_TJMT,IMd,0.95,0.92391579249133,0.935156597655594,0.91634572586191,0.949024561228526,0.0633,0.057420120349182,0.059910414333707,0.055079559363525,0.058236747102413
edited_hh104_labour,IMd,996,0.995879964707368,0.993695795170001,0.999717193347806,0.995689962802794,0.0675,0.064308089183711,0.064403172096536,0.061780774148553,0.061758036547953
4a_VARA_DE_SUCESSOES_E_REGISTROS_PUBLICOS_DA_CAPITAL_-_TJPE,IMd,978,0.977443375339057,0.977982808509219,0.9780384212486,0.9821934154321,0.0764,0.072065266656595,0.072622158865922,0.067652992602556,0.066496460485088
BPI_Challenge_2020_PermitLog,IMd,711,0.710551414068387,0.736477385616187,0.711747703371942,0.714911067748452,0.1283,0.123780707266039,0.12349425056048,0.124933475681935,0.123051685314193
BPI_Challenge_2020_DomesticDeclarations,IMd,0.9842,0.984000366907634,0.977791390192664,0.985072104887486,0.992891637239063,0.3376,0.330182228806448,0.331549749998931,0.314106252019513,0.231860679483803
DocumentProcessingENG,IMd,0.9142,0.999850010832551,0.908964470281302,0.999850010832551,0.74985314886331,194,0.20253164556962,0.173333333333333,0.20253164556962,0.20253164556962
BPI_Challenge_2014_Inspection,IMd,0.8618,0.849574155451508,0.896830571504101,0.813196228128248,0.903456412603057,0.2344,0.212092148478072,0.222805142455798,0.195385715380098,0.218593114396269
VARA_DE_SUCESSOES_DE_CAMPINA_GRANDE_-_TJPB,IMd,0.7565,0.746138745525571,0.774884076038204,0.744714699955191,0.804944241609791,118,0.082465277777778,0.088075880758808,0.063492063492064,0.087102177554439
BPI_Challenge_2014_Geo parcel document,IMd,0.9982,0.998845505019817,0.997499968604612,0.999096817442446,0.998499781936129,0.1938,0.189695130055545,0.173378459571409,0.189238319310662,0.172043122313742
SETIMA_VARA_CIVEL_-_COMARCA_DA_CAPITAL_-_SDCR_-_TJMT,IMd,0.9073,0.90389970048122,0.935475250174665,0.89164118047188,0.939954836075048,0.0701,0.062169693475545,0.055793991416309,0.051737451737452,0.042375410325276
ElectronicInvoicingENG,IMd,0.9766,0.981933941808577,0.947375529687712,0.999850010832551,0.952245813354411,0.2114,0.20457467000779,0.175304847324398,0.20253164556962,0.153846153846154
activitylog_uci_detailed_labour,IMd,1,0.999623953371899,0.99964678397145,0.999623141906088,0.99962178331773,0.0768,0.07249209008003,0.075061895115913,0.069459172852598,0.071312143439283
3a_VARA_DE_FEITOS_TRIBUTARIOS_DO_ESTADO_-_TJMG,IMd,0.7044,0.689687023150982,0.696936152983039,0.69172054094632,0.725463296543458,0.1156,0,0.111888111888112,0,0.093655589123867
2A._VARA_DE_EXECUTIVO_FISCAL_JOAO_PESSOA_-_TJPB,IMd,0.9369,0.930953825395562,0.927588869030519,0.9226918550905,0.930005210775685,0.1509,0.113838542409971,0.129997605937276,0.098974859653405,0.12494558119286
Sepsis Cases - Event Log,IMd,0.7738,0.768721724722308,0.763889644450164,0.769231076701456,0.783061553270233,374,0.319461077844311,0.3628024980484,0.286250234477584,0.364438221911096
BPI_Challenge_2014_Entitlement application,IMd,0.7156,0.712101164687696,0.724601464301136,0.710493797568992,0.742284576728671,0.0769,0.061539003198418,0.076927043717045,0.061539029094426,0.076931749849669
COLOMBO_-_VARA_DA_FAZENDA_PUBLICA_-_TJPR,IMd,0.9982,0.996867543853709,0.99739102012864,0.998192157114624,0.997801177935396,0.1169,0.109689128816083,0.105215405063392,0.0939161252215,0.09557555051923
5a_VARA_CIVEL_-_TJMT,IMd,0.5364,0.357623012925548,0.506998297788098,0.382987611430194,0.359666313314596,0.1508,0,0.140350877192982,0,0.140495867768595
Road_Traffic_Fine_Management_Process,IMd,0.5796,0.555858090853191,0.499407361724524,0.555547141384783,0.557085728991668,0.4442,0.44427252470659,0.444117465261393,0.33331558048844,0.443960339232245
4a_VARA_CIVEL_-_TJGO,IMd,0.3084,0.352703188884365,0.37249938312597,0.317815937839934,0.380882525443877,0.7572,0.767520541324311,0.729873586161011,0.753811405985319,0.785590277777778
edited_hh110_weekends,IMd,0.9555,0.951824775586539,0.968463217938221,0.937173830163562,0.951314830226902,0.0875,0.076923076923077,0.083473861720068,0.072398190045249,0.072398190045249
1a_VARA_DE_FEITOS_TRIBUTARIOS_DO_ESTADO_-_TJMG,IMd,0.9291,0.93338247690642,0.92428918003542,0.944887457242318,0.937223885326759,0.0752,0,0.075491209927611,0,0.068475452196382
8_a_VARA_CIVEL_DE_ARACAJU_-_TJSE,IMd,-1,-1,-1,-1,-1,0.0628,0.044474726625385,0.054735996787794,0.033452889379709,0.044553842343179
QUARTA_VARA_CRIMINAL_-_COMARCA_DE_VARZEA_GRANDE_-_SDCR_-_TJMT,IMd,0.9909,0.988248033143409,0.990266771688717,0.990386090397171,0.991904484741401,33,0.031781226903178,0.032562853880747,0.031155636079434,0.031751694612915
edited_hh104_weekends,IMd,0.9842,0.977110731068862,0.985369357380561,0.985763891484924,0.985563853544238,0.0724,0.069762299613046,0.070439893818733,0.068363483382415,0.068396226415094
BPI_Challenge_2020_PrepaidTravelCost,IMd,0.7371,0.746052662615497,0.749414658102095,0.75249033088983,0.637108037125892,0.3485,0.339526940264009,0.348862720899539,0.2940435900907,0.211741293532338
1a_VARA_CRIMINAL_DA_CAPITAL_-_TJAM,IMd,0.9924,0.990781311808581,0.993039100335522,0.995111326283259,0.995225116013903,0.06,0.051944783256859,0.057434933082602,0.046771509119935,0.04889826870797
3a_VARA_DE_FAMILIA_E_REGISTRO_CIVIL_DA_COMARCA_DE_OLINDA_-_TJPE,IMd,0.9988,0.999883481039098,0.997024616195717,0.999884084408075,0.998860996257896,0.1731,0.14878155128143,0.158163707232568,0.142264647794602,0.149515738498789
VARA_DE_SUCESSOES_E_REGISTROS_PUBLICOS_DA_COMARCA_DE_JABOATAO_DOS_GUARARAPES_-_TJPE,IMd,0.7063,0.710893971655323,0.772944473192725,0.682422329849703,0.722198714255281,0.0987,0,0.09271523178808,0,0.101361573373676
Production_Data,IMd,921,0.954813252716025,0.944720435091609,0.927260684602586,0.902181824576502,67,0.045947990350411,0.055757847366161,0.045440173449569,0.050266834960916
BPI_Challenge_2013_open_problems,IMd,1,0.999638231691443,0.999633854254932,0.999632839249132,0.999639759984733,0.9066,0.799619640387275,0.88157134604275,0.804577114427861,0.773333333333333
Hospital Billing - Event Log,IMd,0.9983,0.995939573300979,0.996209192797148,0.998218647487532,0.997340136732174,625,0.556403465329713,0.553786030600801,0.474750985862922,0.316185046002333
Receipt phase of an environmental permit application process (_WABO_) CoSeLoG project,IMd,0.9434,0.94288723043316,0.866586777326459,0.949647301984057,0.966006764869012,0.1375,0.094443394118557,0.120167525773196,0.092297442287059,0.112148032406169
BPI_Challenge_2014_Department control parcels,IMd,0.9999,0.999686848512786,0.999758519915008,0.999714508640953,0.999792419744496,0.9646,0.964165422869143,0.958518087761382,0.969958444355473,0.976332997491061
VARA_DA_FAZENDA_PUBLICA_DA_COMARCA_DE_PAULISTA_-_TJPE,IMd,0.9924,0.988404798199078,0.993571486540692,0.980632440108591,0.995641880056023,0.0727,0.066400631061204,0.063609790148772,0.06217011537204,0.059818851398427
BPI_Challenge_2019_log_IEEE,ETM,0.8121,0.819228944225042,0.626413022413359,0.832701947928328,0.788422634602352,0.9831,0.982832183095664,0.972300246026372,0.98275203532785,0.982114590464894
BPI_Challenge_2014_Reference alignment,ETM,0.9837,0.977112447720446,0.976718191460046,0.977270408261687,0.925470196486894,0.62,0.617538704347182,0.581840432752628,0.612577801635221,0.777511825383256
BPI_Challenge_2020_InternationalDeclarations,ETM,0.8453,0.856767122444879,0.840234924468052,0.862165767431604,0.813510452547349,0.6348,0.633683991250911,0.633823949699914,0.530936619844644,0.646873552570635
VITORIA_-_5a_VARA_CIVEL_-_TJES,ETM,-1,-1,0.588641194428145,0.600756934562403,0.589340947145927,0.8603,0.422131147540984,0.841823056300268,0,0.838150289017341
BPI_Challenge_2014_Control summary,ETM,0.9975,0.997259787473236,0.990456458806442,0.997500754881759,0.999293294549767,0.6471,0.646634722126909,0.721501771255061,0.644088503891965,0.700553651463222
activitylog_uci_detailed_weekends,ETM,0.6348,0.674198095485606,0.632220931118395,0.582522575176965,0.599996545463967,0.9773,0.96551724137931,0.941176470588235,0.666666666666667,0.666666666666667
BPI_Challenge_2012,ETM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
JUIZO_DA_1a_ESCRIVANIA_CRIMINAL_DE_ARAPOEMA_-_TJTO,ETM,0.4844,0.542741137250713,0.454049501439681,0.490902079400034,0.545275180923461,0.8301,0.775862068965517,0.746478873239437,775,0.8
BPI Challenge 2017,ETM,-1,-1,-1,-1,-1,0.9033,0.898832907853953,0.90055130302997,0.89267111621643,0.896288614919794
BPI_Challenge_2013_incidents,ETM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4a_VARA_DE_SUCESSOES_E_REGISTROS_PUBLICOS_DA_CAPITAL_-_TJPE,ETM,0.4869,0.533829021894112,0.490761077874532,0.58213695540894,0.601005592302897,0.8311,0.850931677018633,0.860927152317881,0.88,0.872881355932203
BPI_Challenge_2020_PermitLog,ETM,0.7391,0.755460412417814,0.687632615190915,0.76831586717964,0.691433166501919,0.8139,0.810590310590311,0.885118043844857,0.808205427109643,0.830317371937639
BPI_Challenge_2020_DomesticDeclarations,ETM,0.9594,0.967798168547429,0.77851189422812,0.970310411933083,0.908830974994563,0.7056,0.704234125921173,0.570117522778291,0.696947189526028,0.54035406749746
DocumentProcessingENG,ETM,0.8573,0.999996875009765,0.999996875009765,0.999996875009765,0.499984090981405,0.9085,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889
BPI_Challenge_2014_Inspection,ETM,-1,-1,-1,0.717532011114901,-1,0.9975,0.997057477277186,0.996016817880062,0.99022207490885,0.997139536962546
VARA_DE_SUCESSOES_DE_CAMPINA_GRANDE_-_TJPB,ETM,0.5917,0.605836039135548,0.608186791705959,0.656127995274867,0.658609489327883,0.9672,0.958333333333333,0.953488372093023,0.951219512195122,0.944444444444444
BPI_Challenge_2014_Geo parcel document,ETM,0.8372,0.860811977237894,0.796427471152995,0.884326535418278,0.761216271740605,0.6923,0.687916494803575,0.687280786159032,0.683976645878914,0.710707279743042
ElectronicInvoicingENG,ETM,0.9238,0.93921487315922,0.857707021254117,0.999993333399999,0.94116816616324,945,0.848091325032437,0.864197273956924,0.833333333333333,0.714285714285714
activitylog_uci_detailed_labour,ETM,0.5943,0.637483619594803,0.577233649197286,0.675821831913632,0.576188006813304,0.9905,0.984848484848485,0.909090909090909,0.973684210526316,0.96875
3a_VARA_DE_FEITOS_TRIBUTARIOS_DO_ESTADO_-_TJMG,ETM,0.5233,0.509307496961393,0.547530322640948,0.437765364624642,0.533080055290192,0.9877,0.62962962962963,0.978723404255319,0.888888888888889,0.95
2A._VARA_DE_EXECUTIVO_FISCAL_JOAO_PESSOA_-_TJPB,ETM,0.5161,0.520673690352161,0.534047977822208,0.494783243229603,0.539554289998449,0.9656,0.966386554621849,0.977611940298508,0.935483870967742,0.933774834437086
Sepsis Cases - Event Log,ETM,0.7541,0.751634540105179,0.759293677002843,0.707004314491714,0.791560803631071,0.8582,0.824407826982492,0.861752717391304,0.712426639448839,0.852513966480447
BPI_Challenge_2014_Entitlement application,ETM,0.9369,0.945024089234344,0.912162436434831,0.957213209946767,0.880695443020796,0.8283,0.82952438023453,0.800750351519029,0.781113493053002,0.79418502632092
COLOMBO_-_VARA_DA_FAZENDA_PUBLICA_-_TJPR,ETM,0.7838,0.806654679373992,0.776639411174713,0.844821497221257,0.785744289798035,0.9136,0.920614035087719,0.864082433758587,0.851428571428571,0.875132275132275
5a_VARA_CIVEL_-_TJMT,ETM,0.4605,0.502571467943791,0.5398438504459,0.452885644463214,0.56571072166556,963,0.928571428571429,0.925925925925926,0.923076923076923,0.857142857142857
Road_Traffic_Fine_Management_Process,ETM,0.84,0.870686639403994,0.870899662473031,0.870866954485387,0.881423801058886,0.8264,0.826257673897653,0.828801555181665,0.82607102384054,0.826819758144215
4a_VARA_CIVEL_-_TJGO,ETM,0.9051,0.925768831407095,0.975573495759493,0.926007597892383,0.95037853356924,0.8239,0.8157284419144,0.648755312689739,0.712191546542878,0.617525773195876
1a_VARA_DE_FEITOS_TRIBUTARIOS_DO_ESTADO_-_TJMG,ETM,0.5636,0.556455654824453,0.569362434015735,0.560532740379316,0.532881755393446,0.9659,0,0.967741935483871,0,0.95
edited_hh104_weekends,ETM,0.5953,0.585996572910284,0.585165803939413,0.609648807325608,0.476070049299698,0.98,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
BPI_Challenge_2020_PrepaidTravelCost,ETM,0.9095,0.925036927711173,0.86027580054378,0.935274414921768,0.89465887951611,0.6796,0.675956152709529,0.66106242174924,0.668028564323018,0.617787188988883
1a_VARA_CRIMINAL_DA_CAPITAL_-_TJAM,ETM,533,0.564806429334733,0.573355652837893,0.516413094391882,0.577177629235597,0.9956,0.992857142857143,0.991071428571429,0.760869565217391,0.983333333333333
3a_VARA_DE_FAMILIA_E_REGISTRO_CIVIL_DA_COMARCA_DE_OLINDA_-_TJPE,ETM,0.9615,0.972016063446084,0.941290669331714,0.980460851808055,0.959978440560545,0.8923,0.864384170742552,0.864052287581699,0.838838268792711,0.76578073089701
VARA_DE_SUCESSOES_E_REGISTROS_PUBLICOS_DA_COMARCA_DE_JABOATAO_DOS_GUARARAPES_-_TJPE,ETM,-1,-1,-1,-1,-1,0.9955,0.992063492063492,0.988888888888889,0.916666666666667,0.985714285714286
BPI_Challenge_2013_open_problems,ETM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Hospital Billing - Event Log,ETM,0.9454,0.936995544955989,0.950116331501258,0.941360118588453,0.967154773620378,0.5305,0.530200318227275,0.531926396934511,0.512242147946779,0.455128676235637
Receipt phase of an environmental permit application process (_WABO_) CoSeLoG project,ETM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
BPI_Challenge_2014_Department control parcels,ETM,0.9928,0.989556685100846,0.970062768186808,0.990018230618497,0.945572059701492,0.4675,0.456272035628131,0.78280331373597,0.449828526080097,0.760236220472441
VARA_DA_FAZENDA_PUBLICA_DA_COMARCA_DE_PAULISTA_-_TJPE,ETM,0.6019,0.618495263281778,0.601050133159283,0.59009950630664,0.584300680081132,0.9775,0.96078431372549,0.956302521008403,0.966542750929368,0.975409836065574
